จังหวัด,อำเภอ,ตำบล,อาการ,ช่วงเวลา,จำนวนปฏิบัติการ
สุรินทร์,เมืองสุรินทร์,ท่าสว่าง,บาดเจ็บ,19:00 - 19:59,1
สุรินทร์,เมืองสุรินทร์,นอกเมือง,บาดเจ็บ,01:00 - 01:59,1
สุรินทร์,เมืองสุรินทร์,นอกเมือง,บาดเจ็บ,09:00 - 09:59,3
สุรินทร์,เมืองสุรินทร์,นอกเมือง,บาดเจ็บ,10:00 - 10:59,1
สุรินทร์,เมืองสุรินทร์,นอกเมือง,บาดเจ็บ,11:00 - 11:59,1
สุรินทร์,เมืองสุรินทร์,นอกเมือง,บาดเจ็บ,20:00 - 20:59,2
สุรินทร์,เมืองสุรินทร์,นอกเมือง,บาดเจ็บ,23:00 - 23:59,1
สุรินทร์,เมืองสุรินทร์,นาดี,บาดเจ็บ,00:00 - 00:59,1
สุรินทร์,เมืองสุรินทร์,นาดี,บาดเจ็บ,16:00 - 16:59,1
สุรินทร์,เมืองสุรินทร์,นาดี,บาดเจ็บ,19:00 - 19:59,1
สุรินทร์,เมืองสุรินทร์,นาดี,บาดเจ็บ,23:00 - 23:59,1
สุรินทร์,เมืองสุรินทร์,นาดี,เสียชีวิต,00:00 - 00:59,1
สุรินทร์,เมืองสุรินทร์,บุฤาษี,บาดเจ็บ,12:00 - 12:59,1
สุรินทร์,เมืองสุรินทร์,บุฤาษี,บาดเจ็บ,13:00 - 13:59,1
สุรินทร์,เมืองสุรินทร์,ราม,บาดเจ็บ,10:00 - 10:59,2
สุรินทร์,เมืองสุรินทร์,ราม,บาดเจ็บ,11:00 - 11:59,1
สุรินทร์,เมืองสุรินทร์,ราม,บาดเจ็บ,17:00 - 17:59,1
สุรินทร์,เมืองสุรินทร์,สลักได,บาดเจ็บ,00:00 - 00:59,1
สุรินทร์,เมืองสุรินทร์,สลักได,บาดเจ็บ,11:00 - 11:59,1
สุรินทร์,เมืองสุรินทร์,สลักได,บาดเจ็บ,12:00 - 12:59,3
สุรินทร์,เมืองสุรินทร์,สลักได,บาดเจ็บ,21:00 - 21:59,1
สุรินทร์,เมืองสุรินทร์,สวาย,บาดเจ็บ,03:00 - 03:59,1
สุรินทร์,เมืองสุรินทร์,สวาย,บาดเจ็บ,18:00 - 18:59,1
สุรินทร์,เมืองสุรินทร์,สวาย,บาดเจ็บ,20:00 - 20:59,1
สุรินทร์,เมืองสุรินทร์,สำโรง,บาดเจ็บ,09:00 - 09:59,1
สุรินทร์,เมืองสุรินทร์,สำโรง,บาดเจ็บ,19:00 - 19:59,1
สุรินทร์,เมืองสุรินทร์,เฉนียง,บาดเจ็บ,05:00 - 05:59,1
สุรินทร์,เมืองสุรินทร์,เฉนียง,บาดเจ็บ,08:00 - 08:59,1
สุรินทร์,เมืองสุรินทร์,เฉนียง,บาดเจ็บ,11:00 - 11:59,1
สุรินทร์,เมืองสุรินทร์,เฉนียง,บาดเจ็บ,13:00 - 13:59,1
สุรินทร์,เมืองสุรินทร์,เฉนียง,บาดเจ็บ,15:00 - 15:59,2
สุรินทร์,เมืองสุรินทร์,เฉนียง,บาดเจ็บ,17:00 - 17:59,1
สุรินทร์,เมืองสุรินทร์,เฉนียง,บาดเจ็บ,20:00 - 20:59,1
สุรินทร์,เมืองสุรินทร์,เทนมีย์,บาดเจ็บ,20:00 - 20:59,1
สุรินทร์,เมืองสุรินทร์,เมืองที,บาดเจ็บ,15:00 - 15:59,2
สุรินทร์,เมืองสุรินทร์,เมืองที,บาดเจ็บ,16:00 - 16:59,1
สุรินทร์,เมืองสุรินทร์,เมืองที,บาดเจ็บ,17:00 - 17:59,2
สุรินทร์,เมืองสุรินทร์,เมืองที,บาดเจ็บ,19:00 - 19:59,1
สุรินทร์,เมืองสุรินทร์,แกใหญ่,บาดเจ็บ,02:00 - 02:59,1
สุรินทร์,เมืองสุรินทร์,แกใหญ่,บาดเจ็บ,06:00 - 06:59,1
สุรินทร์,เมืองสุรินทร์,แกใหญ่,บาดเจ็บ,16:00 - 16:59,1
สุรินทร์,เมืองสุรินทร์,แกใหญ่,บาดเจ็บ,18:00 - 18:59,2
สุรินทร์,เมืองสุรินทร์,แสลงพันธ์,บาดเจ็บ,05:00 - 05:59,1
สุรินทร์,เมืองสุรินทร์,แสลงพันธ์,บาดเจ็บ,12:00 - 12:59,1
สุรินทร์,เมืองสุรินทร์,ในเมือง,บาดเจ็บ,01:00 - 01:59,1
สุรินทร์,เมืองสุรินทร์,ในเมือง,บาดเจ็บ,05:00 - 05:59,1
สุรินทร์,เมืองสุรินทร์,ในเมือง,บาดเจ็บ,07:00 - 07:59,1
สุรินทร์,เมืองสุรินทร์,ในเมือง,บาดเจ็บ,12:00 - 12:59,2
สุรินทร์,เมืองสุรินทร์,ในเมือง,บาดเจ็บ,13:00 - 13:59,2
สุรินทร์,เมืองสุรินทร์,ในเมือง,บาดเจ็บ,16:00 - 16:59,1
สุรินทร์,เมืองสุรินทร์,ในเมือง,บาดเจ็บ,17:00 - 17:59,3
สุรินทร์,เมืองสุรินทร์,ในเมือง,บาดเจ็บ,19:00 - 19:59,2
สุรินทร์,เมืองสุรินทร์,ในเมือง,บาดเจ็บ,21:00 - 21:59,1
สุรินทร์,โนนนารายณ์,หนองหลวง,บาดเจ็บ,18:00 - 18:59,1
สุรินทร์,โนนนารายณ์,หนองเทพ,บาดเจ็บ,13:00 - 13:59,1
สุโขทัย,กงไกรลาศ,กง,บาดเจ็บ,12:00 - 12:59,1
สุโขทัย,กงไกรลาศ,ดงเดือย,บาดเจ็บ,07:00 - 07:59,1
สุโขทัย,กงไกรลาศ,ท่าฉนวน,บาดเจ็บ,07:00 - 07:59,1
สุโขทัย,กงไกรลาศ,บ้านใหม่สุขเกษม,บาดเจ็บ,06:00 - 06:59,1
สุโขทัย,กงไกรลาศ,หนองตูม,บาดเจ็บ,18:00 - 18:59,1
สุโขทัย,กงไกรลาศ,ไกรกลาง,บาดเจ็บ,10:00 - 10:59,1
สุโขทัย,กงไกรลาศ,ไกรนอก,บาดเจ็บ,13:00 - 13:59,1
สุโขทัย,คีรีมาศ,สามพวง,บาดเจ็บ,15:00 - 15:59,1
สุโขทัย,คีรีมาศ,โตนด,บาดเจ็บ,11:00 - 11:59,1
สุโขทัย,คีรีมาศ,โตนด,บาดเจ็บ,15:00 - 15:59,1
สุโขทัย,คีรีมาศ,โตนด,บาดเจ็บ,23:00 - 23:59,1
สุโขทัย,ทุ่งเสลี่ยม,ทุ่งเสลี่ยม,บาดเจ็บ,19:00 - 19:59,1
สุโขทัย,ทุ่งเสลี่ยม,ไทยชนะศึก,บาดเจ็บ,09:00 - 09:59,1
สุโขทัย,บ้านด่านลานหอย,ตลิ่งชัน,บาดเจ็บ,10:00 - 10:59,1
สุโขทัย,บ้านด่านลานหอย,ลานหอย,บาดเจ็บ,11:00 - 11:59,1
สุโขทัย,บ้านด่านลานหอย,ลานหอย,บาดเจ็บ,16:00 - 16:59,1
สุโขทัย,บ้านด่านลานหอย,วังน้ำขาว,บาดเจ็บ,17:00 - 17:59,1
สุโขทัย,ศรีนคร,คลองมะพลับ,บาดเจ็บ,13:00 - 13:59,1
สุโขทัย,ศรีนคร,คลองมะพลับ,บาดเจ็บ,14:00 - 14:59,1
สุโขทัย,ศรีนคร,นครเดิฐ,บาดเจ็บ,00:00 - 00:59,1
สุโขทัย,ศรีสัชนาลัย,บ้านตึก,บาดเจ็บ,07:00 - 07:59,1
สุโขทัย,ศรีสัชนาลัย,ศรีสัชนาลัย,บาดเจ็บ,18:00 - 18:59,1
สุโขทัย,ศรีสัชนาลัย,สารจิตร,บาดเจ็บ,15:00 - 15:59,1
สุโขทัย,ศรีสัชนาลัย,หนองอ้อ,บาดเจ็บ,09:00 - 09:59,1
สุโขทัย,ศรีสัชนาลัย,หนองอ้อ,เสียชีวิต,00:00 - 00:59,1
สุโขทัย,ศรีสัชนาลัย,หาดเสี้ยว,บาดเจ็บ,18:00 - 18:59,1
สุโขทัย,ศรีสำโรง,นาขุนไกร,บาดเจ็บ,11:00 - 11:59,2
สุโขทัย,ศรีสำโรง,วังทอง,บาดเจ็บ,06:00 - 06:59,1
สุโขทัย,ศรีสำโรง,วังทอง,บาดเจ็บ,20:00 - 20:59,1
สุโขทัย,ศรีสำโรง,วัดเกาะ,บาดเจ็บ,07:00 - 07:59,1
สุโขทัย,ศรีสำโรง,วัดเกาะ,บาดเจ็บ,17:00 - 17:59,1
สุโขทัย,สวรรคโลก,นาทุ่ง,บาดเจ็บ,18:00 - 18:59,1
สุโขทัย,สวรรคโลก,ปากน้ำ,บาดเจ็บ,16:00 - 16:59,1
สุโขทัย,สวรรคโลก,เมืองบางขลัง,บาดเจ็บ,16:00 - 16:59,1
สุโขทัย,สวรรคโลก,เมืองสวรรคโลก,บาดเจ็บ,12:00 - 12:59,1
สุโขทัย,สวรรคโลก,เมืองสวรรคโลก,บาดเจ็บ,20:00 - 20:59,1
สุโขทัย,สวรรคโลก,ในเมือง,บาดเจ็บ,23:00 - 23:59,1
สุโขทัย,เมืองสุโขทัย,ธานี,บาดเจ็บ,01:00 - 01:59,1
สุโขทัย,เมืองสุโขทัย,ธานี,บาดเจ็บ,04:00 - 04:59,1
สุโขทัย,เมืองสุโขทัย,ธานี,บาดเจ็บ,19:00 - 19:59,1
สุโขทัย,เมืองสุโขทัย,บ้านกล้วย,บาดเจ็บ,06:00 - 06:59,1
สุโขทัย,เมืองสุโขทัย,บ้านกล้วย,บาดเจ็บ,07:00 - 07:59,1
สุโขทัย,เมืองสุโขทัย,บ้านกล้วย,บาดเจ็บ,10:00 - 10:59,1
สุโขทัย,เมืองสุโขทัย,บ้านกล้วย,บาดเจ็บ,15:00 - 15:59,1
สุโขทัย,เมืองสุโขทัย,บ้านกล้วย,บาดเจ็บ,16:00 - 16:59,1
สุโขทัย,เมืองสุโขทัย,บ้านกล้วย,บาดเจ็บ,20:00 - 20:59,1
สุโขทัย,เมืองสุโขทัย,บ้านกล้วย,บาดเจ็บ,22:00 - 22:59,1
สุโขทัย,เมืองสุโขทัย,บ้านกล้วย,บาดเจ็บ,23:00 - 23:59,1
สุโขทัย,เมืองสุโขทัย,บ้านกล้วย,เสียชีวิต,06:00 - 06:59,1
สุโขทัย,เมืองสุโขทัย,บ้านสวน,บาดเจ็บ,06:00 - 06:59,1
สุโขทัย,เมืองสุโขทัย,บ้านสวน,บาดเจ็บ,12:00 - 12:59,1
สุโขทัย,เมืองสุโขทัย,บ้านสวน,บาดเจ็บ,22:00 - 22:59,1
สุโขทัย,เมืองสุโขทัย,บ้านหลุม,บาดเจ็บ,08:00 - 08:59,1
สุโขทัย,เมืองสุโขทัย,ปากแคว,บาดเจ็บ,08:00 - 08:59,1
สุโขทัย,เมืองสุโขทัย,ปากแคว,บาดเจ็บ,16:00 - 16:59,1
สุโขทัย,เมืองสุโขทัย,ปากแคว,บาดเจ็บ,17:00 - 17:59,3
สุโขทัย,เมืองสุโขทัย,ปากแคว,บาดเจ็บ,18:00 - 18:59,1
สุโขทัย,เมืองสุโขทัย,ยางซ้าย,บาดเจ็บ,16:00 - 16:59,1
หนองคาย,ท่าบ่อ,กองนาง,บาดเจ็บ,18:00 - 18:59,1
หนองคาย,ท่าบ่อ,ท่าบ่อ,บาดเจ็บ,15:00 - 15:59,1
หนองคาย,ท่าบ่อ,ท่าบ่อ,บาดเจ็บ,16:00 - 16:59,1
หนองคาย,ท่าบ่อ,ท่าบ่อ,บาดเจ็บ,20:00 - 20:59,1
หนองคาย,ท่าบ่อ,น้ำโมง,บาดเจ็บ,00:00 - 00:59,1
หนองคาย,ท่าบ่อ,น้ำโมง,บาดเจ็บ,17:00 - 17:59,2
หนองคาย,ท่าบ่อ,น้ำโมง,บาดเจ็บ,20:00 - 20:59,1
หนองคาย,ท่าบ่อ,บ้านว่าน,บาดเจ็บ,13:00 - 13:59,1
หนองคาย,ท่าบ่อ,บ้านว่าน,บาดเจ็บ,22:00 - 22:59,1
หนองคาย,ท่าบ่อ,บ้านว่าน,บาดเจ็บ,23:00 - 23:59,1
หนองคาย,ท่าบ่อ,บ้านเดื่อ,บาดเจ็บ,13:00 - 13:59,1
หนองคาย,ท่าบ่อ,บ้านเดื่อ,บาดเจ็บ,17:00 - 17:59,1
หนองคาย,ท่าบ่อ,บ้านเดื่อ,บาดเจ็บ,18:00 - 18:59,1
หนองคาย,ท่าบ่อ,หนองนาง,บาดเจ็บ,16:00 - 16:59,2
หนองคาย,ท่าบ่อ,โคกคอน,บาดเจ็บ,18:00 - 18:59,1
หนองคาย,ท่าบ่อ,โพนสา,บาดเจ็บ,16:00 - 16:59,1
หนองคาย,ท่าบ่อ,โพนสา,บาดเจ็บ,22:00 - 22:59,1
หนองคาย,รัตนวาปี,นาทับไฮ,บาดเจ็บ,14:00 - 14:59,1
หนองคาย,รัตนวาปี,พระบาทนาสิงห์,บาดเจ็บ,14:00 - 14:59,1
หนองคาย,รัตนวาปี,พระบาทนาสิงห์,บาดเจ็บ,15:00 - 15:59,2
หนองคาย,รัตนวาปี,รัตนวาปี,บาดเจ็บ,14:00 - 14:59,1
หนองคาย,รัตนวาปี,โพนแพง,บาดเจ็บ,20:00 - 20:59,1
หนองคาย,ศรีเชียงใหม่,บ้านหม้อ,บาดเจ็บ,00:00 - 00:59,1
หนองคาย,ศรีเชียงใหม่,บ้านหม้อ,บาดเจ็บ,19:00 - 19:59,1
หนองคาย,ศรีเชียงใหม่,พระพุทธบาท,บาดเจ็บ,00:00 - 00:59,1
หนองคาย,ศรีเชียงใหม่,พระพุทธบาท,บาดเจ็บ,15:00 - 15:59,1
หนองคาย,ศรีเชียงใหม่,พานพร้าว,บาดเจ็บ,00:00 - 00:59,1
หนองคาย,สระใคร,บ้านฝาง,บาดเจ็บ,18:00 - 18:59,2
หนองคาย,สระใคร,บ้านฝาง,บาดเจ็บ,20:00 - 20:59,1
หนองคาย,สระใคร,สระใคร,บาดเจ็บ,19:00 - 19:59,1
หนองคาย,สังคม,ผาตั้ง,บาดเจ็บ,08:00 - 08:59,1
หนองคาย,สังคม,ผาตั้ง,บาดเจ็บ,12:00 - 12:59,1
หนองคาย,สังคม,แก้งไก่,บาดเจ็บ,02:00 - 02:59,1
หนองคาย,เฝ้าไร่,หนองหลวง,บาดเจ็บ,00:00 - 00:59,1
หนองคาย,เฝ้าไร่,หนองหลวง,บาดเจ็บ,04:00 - 04:59,1
หนองคาย,เฝ้าไร่,หนองหลวง,บาดเจ็บ,10:00 - 10:59,1
หนองคาย,เฝ้าไร่,หนองหลวง,บาดเจ็บ,12:00 - 12:59,1
หนองคาย,เฝ้าไร่,หนองหลวง,บาดเจ็บ,18:00 - 18:59,3
หนองคาย,เฝ้าไร่,หนองหลวง,บาดเจ็บ,19:00 - 19:59,1
หนองคาย,เฝ้าไร่,หนองหลวง,บาดเจ็บ,23:00 - 23:59,1
หนองคาย,เฝ้าไร่,อุดมพร,บาดเจ็บ,18:00 - 18:59,1
หนองคาย,เฝ้าไร่,เฝ้าไร่,บาดเจ็บ,11:00 - 11:59,1
หนองคาย,เฝ้าไร่,เฝ้าไร่,บาดเจ็บ,16:00 - 16:59,1
หนองคาย,เฝ้าไร่,เฝ้าไร่,บาดเจ็บ,18:00 - 18:59,1
หนองคาย,เฝ้าไร่,เฝ้าไร่,บาดเจ็บ,22:00 - 22:59,1
หนองคาย,เมืองหนองคาย,กวนวัน,บาดเจ็บ,02:00 - 02:59,1
หนองคาย,เมืองหนองคาย,ค่ายบกหวาน,บาดเจ็บ,16:00 - 16:59,1
หนองคาย,เมืองหนองคาย,ค่ายบกหวาน,บาดเจ็บ,17:00 - 17:59,1
หนองคาย,เมืองหนองคาย,ค่ายบกหวาน,บาดเจ็บ,20:00 - 20:59,3
หนองคาย,เมืองหนองคาย,บ้านเดื่อ,บาดเจ็บ,13:00 - 13:59,1
หนองคาย,เมืองหนองคาย,พระธาตุบังพวน,บาดเจ็บ,05:00 - 05:59,1
หนองคาย,เมืองหนองคาย,พระธาตุบังพวน,บาดเจ็บ,09:00 - 09:59,1
หนองคาย,เมืองหนองคาย,พระธาตุบังพวน,บาดเจ็บ,15:00 - 15:59,1
หนองคาย,เมืองหนองคาย,พระธาตุบังพวน,บาดเจ็บ,18:00 - 18:59,1
หนองคาย,เมืองหนองคาย,มีชัย,บาดเจ็บ,16:00 - 16:59,1
หนองคาย,เมืองหนองคาย,วัดธาตุ,บาดเจ็บ,01:00 - 01:59,1
หนองคาย,เมืองหนองคาย,วัดธาตุ,บาดเจ็บ,13:00 - 13:59,1
หนองคาย,เมืองหนองคาย,วัดธาตุ,บาดเจ็บ,23:00 - 23:59,1
หนองคาย,เมืองหนองคาย,วัดธาตุ,เสียชีวิต,01:00 - 01:59,1
หนองคาย,เมืองหนองคาย,สีกาย,บาดเจ็บ,17:00 - 17:59,1
หนองคาย,เมืองหนองคาย,หนองกอมเกาะ,บาดเจ็บ,12:00 - 12:59,1
หนองคาย,เมืองหนองคาย,หนองกอมเกาะ,บาดเจ็บ,17:00 - 17:59,2
หนองคาย,เมืองหนองคาย,หนองกอมเกาะ,บาดเจ็บ,18:00 - 18:59,1
หนองคาย,เมืองหนองคาย,หนองกอมเกาะ,บาดเจ็บ,19:00 - 19:59,2
หนองคาย,เมืองหนองคาย,หาดคำ,บาดเจ็บ,02:00 - 02:59,2
หนองคาย,เมืองหนองคาย,หาดคำ,บาดเจ็บ,12:00 - 12:59,1
หนองคาย,เมืองหนองคาย,หาดคำ,บาดเจ็บ,21:00 - 21:59,1
หนองคาย,เมืองหนองคาย,หินโงม,บาดเจ็บ,10:00 - 10:59,1
หนองคาย,เมืองหนองคาย,หินโงม,บาดเจ็บ,19:00 - 19:59,1
หนองคาย,เมืองหนองคาย,เมืองหมี,บาดเจ็บ,00:00 - 00:59,1
หนองคาย,เมืองหนองคาย,เมืองหมี,บาดเจ็บ,11:00 - 11:59,1
หนองคาย,เมืองหนองคาย,เวียงคุก,บาดเจ็บ,13:00 - 13:59,1
หนองคาย,เมืองหนองคาย,เวียงคุก,บาดเจ็บ,17:00 - 17:59,1
หนองคาย,เมืองหนองคาย,โพธิ์ชัย,บาดเจ็บ,03:00 - 03:59,1
หนองคาย,เมืองหนองคาย,โพธิ์ชัย,บาดเจ็บ,15:00 - 15:59,2
หนองคาย,เมืองหนองคาย,โพธิ์ชัย,บาดเจ็บ,17:00 - 17:59,1
หนองคาย,เมืองหนองคาย,โพธิ์ชัย,บาดเจ็บ,19:00 - 19:59,1
หนองคาย,เมืองหนองคาย,ในเมือง,บาดเจ็บ,07:00 - 07:59,1
หนองคาย,เมืองหนองคาย,ในเมือง,บาดเจ็บ,12:00 - 12:59,1
หนองคาย,เมืองหนองคาย,ในเมือง,บาดเจ็บ,23:00 - 23:59,1
หนองคาย,โพธิ์ตาก,ด่านศรีสุข,บาดเจ็บ,05:00 - 05:59,1
หนองคาย,โพธิ์ตาก,ด่านศรีสุข,บาดเจ็บ,18:00 - 18:59,1
หนองคาย,โพธิ์ตาก,โพธิ์ตาก,บาดเจ็บ,01:00 - 01:59,1
หนองคาย,โพธิ์ตาก,โพธิ์ตาก,บาดเจ็บ,11:00 - 11:59,1
หนองคาย,โพธิ์ตาก,โพธิ์ตาก,บาดเจ็บ,17:00 - 17:59,1
หนองคาย,โพธิ์ตาก,โพนทอง,บาดเจ็บ,10:00 - 10:59,1
หนองคาย,โพนพิสัย,กุดบง,บาดเจ็บ,17:00 - 17:59,1
หนองคาย,โพนพิสัย,กุดบง,บาดเจ็บ,22:00 - 22:59,2
หนองคาย,โพนพิสัย,จุมพล,บาดเจ็บ,05:00 - 05:59,1
หนองคาย,โพนพิสัย,จุมพล,บาดเจ็บ,14:00 - 14:59,1
หนองคาย,โพนพิสัย,จุมพล,บาดเจ็บ,15:00 - 15:59,1
หนองคาย,โพนพิสัย,ชุมช้าง,บาดเจ็บ,12:00 - 12:59,1
หนองคาย,โพนพิสัย,ชุมช้าง,บาดเจ็บ,15:00 - 15:59,1
หนองคาย,โพนพิสัย,ชุมช้าง,บาดเจ็บ,16:00 - 16:59,1
หนองคาย,โพนพิสัย,ทุ่งหลวง,บาดเจ็บ,17:00 - 17:59,1
หนองคาย,โพนพิสัย,นาหนัง,บาดเจ็บ,00:00 - 00:59,1
หนองคาย,โพนพิสัย,บ้านโพธิ์,บาดเจ็บ,12:00 - 12:59,1
หนองคาย,โพนพิสัย,บ้านโพธิ์,บาดเจ็บ,13:00 - 13:59,1
หนองคาย,โพนพิสัย,วัดหลวง,บาดเจ็บ,12:00 - 12:59,1
หนองคาย,โพนพิสัย,วัดหลวง,บาดเจ็บ,18:00 - 18:59,1
หนองคาย,โพนพิสัย,สร้างนางขาว,บาดเจ็บ,07:00 - 07:59,1
หนองคาย,โพนพิสัย,เซิม,บาดเจ็บ,13:00 - 13:59,1
หนองคาย,โพนพิสัย,เซิม,บาดเจ็บ,17:00 - 17:59,1
หนองคาย,โพนพิสัย,เหล่าต่างคำ,บาดเจ็บ,04:00 - 04:59,1
หนองคาย,โพนพิสัย,เหล่าต่างคำ,บาดเจ็บ,06:00 - 06:59,1
หนองบัวลำภู,นากลาง,กุดดินจี่,บาดเจ็บ,02:00 - 02:59,1
หนองบัวลำภู,นากลาง,กุดดินจี่,บาดเจ็บ,11:00 - 11:59,1
หนองบัวลำภู,นากลาง,กุดแห่,บาดเจ็บ,09:00 - 09:59,1
หนองบัวลำภู,นากลาง,ด่านช้าง,บาดเจ็บ,01:00 - 01:59,1
หนองบัวลำภู,นากลาง,ด่านช้าง,บาดเจ็บ,02:00 - 02:59,1
หนองบัวลำภู,นากลาง,ด่านช้าง,บาดเจ็บ,14:00 - 14:59,2
หนองบัวลำภู,นากลาง,นากลาง,บาดเจ็บ,11:00 - 11:59,1
หนองบัวลำภู,นากลาง,นากลาง,บาดเจ็บ,12:00 - 12:59,1
หนองบัวลำภู,นากลาง,นากลาง,บาดเจ็บ,14:00 - 14:59,1
หนองบัวลำภู,นากลาง,นากลาง,บาดเจ็บ,16:00 - 16:59,2
หนองบัวลำภู,นากลาง,นากลาง,บาดเจ็บ,18:00 - 18:59,1
หนองบัวลำภู,นากลาง,นากลาง,บาดเจ็บ,19:00 - 19:59,1
หนองบัวลำภู,นากลาง,ฝั่งแดง,บาดเจ็บ,11:00 - 11:59,1
หนองบัวลำภู,นากลาง,อุทัยสวรรค์,บาดเจ็บ,11:00 - 11:59,1
หนองบัวลำภู,นากลาง,โนนเมือง,บาดเจ็บ,12:00 - 12:59,1
หนองบัวลำภู,นาวัง,นาเหล่า,บาดเจ็บ,11:00 - 11:59,1
หนองบัวลำภู,นาวัง,นาเหล่า,บาดเจ็บ,15:00 - 15:59,2
หนองบัวลำภู,นาวัง,วังทอง,บาดเจ็บ,19:00 - 19:59,1
หนองบัวลำภู,นาวัง,วังปลาป้อม,บาดเจ็บ,12:00 - 12:59,1
หนองบัวลำภู,นาวัง,เทพคีรี,บาดเจ็บ,00:00 - 00:59,1
หนองบัวลำภู,นาวัง,เทพคีรี,บาดเจ็บ,16:00 - 16:59,1
หนองบัวลำภู,ศรีบุญเรือง,กุดสะเทียน,บาดเจ็บ,08:00 - 08:59,1
หนองบัวลำภู,ศรีบุญเรือง,ทรายทอง,บาดเจ็บ,13:00 - 13:59,1
หนองบัวลำภู,ศรีบุญเรือง,นากอก,บาดเจ็บ,13:00 - 13:59,2
หนองบัวลำภู,ศรีบุญเรือง,นากอก,บาดเจ็บ,16:00 - 16:59,2
หนองบัวลำภู,ศรีบุญเรือง,ยางหล่อ,บาดเจ็บ,08:00 - 08:59,1
หนองบัวลำภู,ศรีบุญเรือง,ศรีบุญเรือง,บาดเจ็บ,09:00 - 09:59,1
หนองบัวลำภู,ศรีบุญเรือง,ศรีบุญเรือง,บาดเจ็บ,11:00 - 11:59,1
หนองบัวลำภู,ศรีบุญเรือง,ศรีบุญเรือง,บาดเจ็บ,16:00 - 16:59,2
หนองบัวลำภู,ศรีบุญเรือง,ศรีบุญเรือง,บาดเจ็บ,18:00 - 18:59,1
หนองบัวลำภู,ศรีบุญเรือง,ศรีบุญเรือง,บาดเจ็บ,22:00 - 22:59,1
หนองบัวลำภู,ศรีบุญเรือง,หนองแก,บาดเจ็บ,11:00 - 11:59,1
หนองบัวลำภู,ศรีบุญเรือง,หนองแก,บาดเจ็บ,15:00 - 15:59,1
หนองบัวลำภู,ศรีบุญเรือง,หันนางาม,บาดเจ็บ,16:00 - 16:59,1
หนองบัวลำภู,ศรีบุญเรือง,เมืองใหม่,บาดเจ็บ,02:00 - 02:59,1
หนองบัวลำภู,ศรีบุญเรือง,เมืองใหม่,บาดเจ็บ,09:00 - 09:59,1
หนองบัวลำภู,ศรีบุญเรือง,เมืองใหม่,บาดเจ็บ,18:00 - 18:59,1
หนองบัวลำภู,ศรีบุญเรือง,โนนม่วง,บาดเจ็บ,16:00 - 16:59,1
หนองบัวลำภู,ศรีบุญเรือง,โนนม่วง,บาดเจ็บ,18:00 - 18:59,1
หนองบัวลำภู,ศรีบุญเรือง,โนนสะอาด,บาดเจ็บ,10:00 - 10:59,1
หนองบัวลำภู,ศรีบุญเรือง,โนนสะอาด,บาดเจ็บ,12:00 - 12:59,1
หนองบัวลำภู,ศรีบุญเรือง,โนนสะอาด,บาดเจ็บ,16:00 - 16:59,1
หนองบัวลำภู,ศรีบุญเรือง,โนนสะอาด,บาดเจ็บ,18:00 - 18:59,1
หนองบัวลำภู,สุวรรณคูหา,กุดผึ้ง,บาดเจ็บ,12:00 - 12:59,1
หนองบัวลำภู,สุวรรณคูหา,นาดี,บาดเจ็บ,13:00 - 13:59,1
หนองบัวลำภู,สุวรรณคูหา,นาด่าน,บาดเจ็บ,08:00 - 08:59,1
หนองบัวลำภู,สุวรรณคูหา,นาสี,บาดเจ็บ,11:00 - 11:59,1
หนองบัวลำภู,สุวรรณคูหา,นาสี,บาดเจ็บ,13:00 - 13:59,1
หนองบัวลำภู,สุวรรณคูหา,นาสี,บาดเจ็บ,15:00 - 15:59,1
หนองบัวลำภู,สุวรรณคูหา,นาสี,บาดเจ็บ,17:00 - 17:59,1
หนองบัวลำภู,สุวรรณคูหา,บ้านโคก,บาดเจ็บ,01:00 - 01:59,1
หนองบัวลำภู,สุวรรณคูหา,สุวรรณคูหา,บาดเจ็บ,12:00 - 12:59,1
หนองบัวลำภู,สุวรรณคูหา,สุวรรณคูหา,บาดเจ็บ,17:00 - 17:59,1
หนองบัวลำภู,เมืองหนองบัวลำภู,กุดจิก,บาดเจ็บ,00:00 - 00:59,1
หนองบัวลำภู,เมืองหนองบัวลำภู,กุดจิก,บาดเจ็บ,13:00 - 13:59,1
หนองบัวลำภู,เมืองหนองบัวลำภู,กุดจิก,บาดเจ็บ,15:00 - 15:59,1
หนองบัวลำภู,เมืองหนองบัวลำภู,นาคำไฮ,บาดเจ็บ,01:00 - 01:59,1
หนองบัวลำภู,เมืองหนองบัวลำภู,นาคำไฮ,บาดเจ็บ,17:00 - 17:59,1
หนองบัวลำภู,เมืองหนองบัวลำภู,นามะเฟือง,บาดเจ็บ,13:00 - 13:59,1
หนองบัวลำภู,เมืองหนองบัวลำภู,นามะเฟือง,บาดเจ็บ,21:00 - 21:59,1
หนองบัวลำภู,เมืองหนองบัวลำภู,บ้านขาม,บาดเจ็บ,16:00 - 16:59,1
หนองบัวลำภู,เมืองหนองบัวลำภู,บ้านขาม,บาดเจ็บ,23:00 - 23:59,1
หนองบัวลำภู,เมืองหนองบัวลำภู,บ้านพร้าว,บาดเจ็บ,17:00 - 17:59,1
หนองบัวลำภู,เมืองหนองบัวลำภู,ลำภู,บาดเจ็บ,15:00 - 15:59,1
